,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
323,1896140113949925500,Sun Mar 02 10:06:46 +0000 2025,0,Di tengah kebutuhan internal dan situasi global yang menantang terobosan baru kreatif dibutuhkan agar perekonomian kita berkembang pesat. Danantara akan melakukan pengelolaan aset negara untuk berinvestasi di proyek-proyek strategis. #Danantara #DanantaraNyata #AstaCita #BUMN https://t.co/xZ6zMXyHbf,1896140113949925500,https://pbs.twimg.com/media/GlBxWmPbsAA_M6B.jpg,,in,,0,0,0,https://x.com/BobyBarbossa/status/1896140113949925500,928558969232146434,BobyBarbossa
324,1896137885251989980,Sun Mar 02 09:57:55 +0000 2025,0,Menteri BUMN Erick Thohir mengharapkan kehadiran Badan Pengelola Investasi Daya Anagata Nusantara (Danantara) Indonesia dapat meningkatkan kualitas investasi.https://t.co/jPy1BaFSva,1896137885251989980,,,in,,0,0,0,https://x.com/ANTARABengkulu/status/1896137885251989980,423220305,ANTARABengkulu
325,1896126516783911210,Sun Mar 02 09:47:50 +0000 2025,12,@Fahrihamzah Bagus Bung @Fahrihamzah itu Danantara. Jika dikelola dengan profesional oleh orang yang juga profesional. Dan tidak akan dikorupsi. Masalahnya dana awalnya berasal dari efisiensi/pemotongan APBN.Bukan dari laba BUMN. Dana itu sebenarnya untuk kesejahteraan rakyat saat ini.,1896135349287719034,,Fahrihamzah,in,,0,0,2,https://x.com/richard_gi47462/status/1896135349287719034,1858647906938744833,richard_gi47462
326,1895428060444532802,Sun Mar 02 09:45:16 +0000 2025,0,@welanu @Yurissa_Samosir @andre_rosiade @fadlizon @choymarkochoy @ay_prakasa2225 @JamalBoegis @mattdilaga @msaid_didu @AmaluddinSSili1 @nomerorae @PutriKayan16645 @yaniarsim @Panitia68285950 @TIIndonesia @icw @BocorAlusPol Omon-omon Danantara DHE dan Bullion Bank hanyalah sekedar mimpi Equity Pemerintahan di BUMN kok dihitung sebagai Equity Danantara apakah sesederhana itu? Equity berupa fixed asset tentu tidak liquid belum lagi hutang BUMN yang gagal bayar dan merugi besar,1896134703096447110,,welanu,in,"Bogor, Indonesia",0,0,0,https://x.com/syueb2011/status/1896134703096447110,363380931,syueb2011
327,1896134671311814978,Sun Mar 02 09:45:08 +0000 2025,1,Erick Thohir akan Transfer US$ 909 Miliar Aset BUMN ke Danantara https://t.co/jvzyCFbRPo,1896134671311814978,,,in,"Jakarta, Indonesia",0,1,0,https://x.com/InvestorID/status/1896134671311814978,238091066,InvestorID
328,1896133167297536478,Sun Mar 02 09:39:10 +0000 2025,1, BUMN Serahkan Aset ke Danantara! Erick Thohir pastikan peralihan aset BUMN ke BPI Danantara dilakukan bertahap &amp; transparan. Proses masih menunggu regulasi PP Inbreng . Benarkah ini akan memperkuat ekonomi nasional? https://t.co/AfOOR7BIZ2 #BUMN #Investasi #Ekonomi https://t.co/hTBcK4A9uS,1896133167297536478,https://pbs.twimg.com/media/GlBrCu9XUAATw6I.jpg,,in,Jakarta,0,0,0,https://x.com/BursaNusantara/status/1896133167297536478,1869760512575389697,BursaNusantara
329,1896132938519269805,Sun Mar 02 09:38:15 +0000 2025,3,Erick Thohir Menteri BUMN Harap Danantara Tingkatkan Kualitas Investasi https://t.co/1CsqE8tbRE,1896132938519269805,,,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/e100ss/status/1896132938519269805,848614550,e100ss
330,1896130863689089151,Sun Mar 02 09:30:00 +0000 2025,0,Danantara tetap membutuhkan suntikan Penyertaan Modal Negara (PMN) dari pemerintah yang rencananya akam diambil dari deviden Badan Usaha Milik Negara (BUMN). https://t.co/2XUYtDCcdu,1896130863689089151,,,in,Jakarta - Indonesia,0,0,0,https://x.com/mediaindonesia/status/1896130863689089151,68930552,mediaindonesia
331,1896072782745911584,Sun Mar 02 09:25:53 +0000 2025,1,@kompascom @erickthohir @alisyarief @tempodotco Jauhkan mantan orang² Petral dari @pertamina dan anak² usahanya. Setelah itu anda pilih akan tetap sbg Menteri BUMN atau Ketua Badan Pengawas Danantara. Rangkap jabatan itu sangat berpotensi menjadi conflict of interest yg menyebabkan keputusan yg bias dan tidak profesional.,1896129825783574799,,Nicke9662734599,in,"UK, Fr, Ger, JP, USA, Aus.",0,0,0,https://x.com/Nicke9662734599/status/1896129825783574799,1704371657690013696,Nicke9662734599
332,1896113246282694678,Sun Mar 02 09:25:17 +0000 2025,0,@KompasTV Ngurusi bal ngurusi BUMN tambah meneh Danantara. Mending kamu aja yg mundur le,1896129673035452669,,KompasTV,in,"Tokyo-to, Japan",0,0,0,https://x.com/10969sarkun/status/1896129673035452669,1427277483959668742,10969sarkun
